"Color Name";"Color Number";"Hex";"RGB"
"HKS 47 Z";"47-Z";"#008BBA";"rgb(0, 139, 186)"
"HKS 48 Z";"48-Z";"#0094B3";"rgb(0, 148, 179)"
"HKS 50 Z";"50-Z";"#33A4BA";"rgb(51, 164, 186)"
"HKS 51 Z";"51-Z";"#0098A5";"rgb(0, 152, 165)"
"HKS 53 Z";"53-Z";"#00AA90";"rgb(0, 170, 144)"
"HKS 54 Z";"54-Z";"#009B6F";"rgb(0, 155, 111)"
"HKS 55 Z";"55-Z";"#0E9173";"rgb(14, 145, 115)"
"HKS 57 Z";"57-Z";"#238E5B";"rgb(35, 142, 91)"
"HKS 60 Z";"60-Z";"#5DA04B";"rgb(93, 160, 75)"
"HKS 61 Z";"61-Z";"#547353";"rgb(84, 115, 83)"
"HKS 62 Z";"62-Z";"#858549";"rgb(133, 133, 73)"
"HKS 63 Z";"63-Z";"#688C4C";"rgb(104, 140, 76)"
"HKS 64 Z";"64-Z";"#419D53";"rgb(65, 157, 83)"
"HKS 65 Z";"65-Z";"#4DB051";"rgb(77, 176, 81)"
"HKS 66 Z";"66-Z";"#80BD47";"rgb(128, 189, 71)"
"HKS 67 Z";"67-Z";"#76B83D";"rgb(118, 184, 61)"
"HKS 71 Z";"71-Z";"#E19D3B";"rgb(225, 157, 59)"
"HKS 72 Z";"72-Z";"#DC933E";"rgb(220, 147, 62)"
"HKS 76 Z";"76-Z";"#715B47";"rgb(113, 91, 71)"
"HKS 77 Z";"77-Z";"#785847";"rgb(120, 88, 71)"
"HKS 78 Z";"78-Z";"#92604C";"rgb(146, 96, 76)"
"HKS 82 Z";"82-Z";"#B9674D";"rgb(185, 103, 77)"
